lang_a,lang_b,phoneme_a,phoneme_b,gloss,cogset_id,position
Kazakh,Turkish,d,t,?,1299,0
Kazakh,Uzbek,d,t,?,1299,0
Kazakh,Yakut,d,-,?,1299,0
Turkish,Uzbek,t,t,?,1299,0
Turkish,Yakut,t,-,?,1299,0
Uzbek,Yakut,t,-,?,1299,0
Azerbaijani,Chuvash,ɑ,-,?,1299,1
Azerbaijani,Kazakh,ɑ,æ,?,1299,1
Azerbaijani,Turkish,ɑ,a,?,1299,1
Azerbaijani,Uzbek,ɑ,a,?,1299,1
Azerbaijani,Yakut,ɑ,a,?,1299,1
Chuvash,Kazakh,-,æ,?,1299,1
Chuvash,Turkish,-,a,?,1299,1
Chuvash,Uzbek,-,a,?,1299,1
Chuvash,Yakut,-,a,?,1299,1
Kazakh,Turkish,æ,a,?,1299,1
Kazakh,Uzbek,æ,a,?,1299,1
Kazakh,Yakut,æ,a,?,1299,1
Turkish,Uzbek,a,a,?,1299,1
Turkish,Yakut,a,a,?,1299,1
Uzbek,Yakut,a,a,?,1299,1
Azerbaijani,Chuvash,d,-,?,1299,2
Azerbaijani,Kazakh,d,m,?,1299,2
Azerbaijani,Turkish,d,d,?,1299,2
Azerbaijani,Uzbek,d,t,?,1299,2
Azerbaijani,Yakut,d,m,?,1299,2
Chuvash,Kazakh,-,m,?,1299,2
Chuvash,Turkish,-,d,?,1299,2
Chuvash,Uzbek,-,t,?,1299,2
Chuvash,Yakut,-,m,?,1299,2
Kazakh,Turkish,m,d,?,1299,2
Kazakh,Uzbek,m,t,?,1299,2
Kazakh,Yakut,m,m,?,1299,2
Turkish,Uzbek,d,t,?,1299,2
Turkish,Yakut,d,m,?,1299,2
Uzbek,Yakut,t,m,?,1299,2
Azerbaijani,Chuvash,ɯ,-,?,1299,3
Azerbaijani,Kazakh,ɯ,-,?,1299,3
Azerbaijani,Turkish,ɯ,ɯ,?,1299,3
Azerbaijani,Uzbek,ɯ,i,?,1299,3
Azerbaijani,Yakut,ɯ,-,?,1299,3
Chuvash,Turkish,-,ɯ,?,1299,3
Chuvash,Uzbek,-,i,?,1299,3
Kazakh,Turkish,-,ɯ,?,1299,3
Kazakh,Uzbek,-,i,?,1299,3
Turkish,Uzbek,ɯ,i,?,1299,3
Turkish,Yakut,ɯ,-,?,1299,3
Uzbek,Yakut,i,-,?,1299,3
Azerbaijani,Chuvash,n,-,?,1299,4
Azerbaijani,Kazakh,n,-,?,1299,4
Azerbaijani,Turkish,n,n,?,1299,4
Azerbaijani,Uzbek,n,b,?,1299,4
Azerbaijani,Yakut,n,s,?,1299,4
Chuvash,Turkish,-,n,?,1299,4
Chuvash,Uzbek,-,b,?,1299,4
Chuvash,Yakut,-,s,?,1299,4
Kazakh,Turkish,-,n,?,1299,4
Kazakh,Uzbek,-,b,?,1299,4
Kazakh,Yakut,-,s,?,1299,4
Turkish,Uzbek,n,b,?,1299,4
Turkish,Yakut,n,s,?,1299,4
Uzbek,Yakut,b,s,?,1299,4
Azerbaijani,Yakut,-,a,?,1299,5
Chuvash,Yakut,-,a,?,1299,5
Kazakh,Yakut,-,a,?,1299,5
Turkish,Yakut,-,a,?,1299,5
Uzbek,Yakut,-,a,?,1299,5
Azerbaijani,Yakut,-,j,?,1299,6
Chuvash,Yakut,-,j,?,1299,6
Kazakh,Yakut,-,j,?,1299,6
Turkish,Yakut,-,j,?,1299,6
Uzbek,Yakut,-,j,?,1299,6
Azerbaijani,Chuvash,ɑ,-,?,1299,7
Azerbaijani,Kazakh,ɑ,-,?,1299,7
Azerbaijani,Turkish,ɑ,a,?,1299,7
Azerbaijani,Uzbek,ɑ,-,?,1299,7
Azerbaijani,Yakut,ɑ,a,?,1299,7
Chuvash,Turkish,-,a,?,1299,7
Chuvash,Yakut,-,a,?,1299,7
Kazakh,Turkish,-,a,?,1299,7
Kazakh,Yakut,-,a,?,1299,7
Turkish,Uzbek,a,-,?,1299,7
Turkish,Yakut,a,a,?,1299,7
Uzbek,Yakut,-,a,?,1299,7
Azerbaijani,Yakut,-,n,?,1299,8
Chuvash,Yakut,-,n,?,1299,8
Kazakh,Yakut,-,n,?,1299,8
Turkish,Yakut,-,n,?,1299,8
Uzbek,Yakut,-,n,?,1299,8
Azerbaijani,Chuvash,+,-,?,1299,9
Azerbaijani,Kazakh,+,+,?,1299,9
Azerbaijani,Turkish,+,+,?,1299,9
Azerbaijani,Uzbek,+,+,?,1299,9
Azerbaijani,Yakut,+,+,?,1299,9
Chuvash,Kazakh,-,+,?,1299,9
Chuvash,Turkish,-,+,?,1299,9
Chuvash,Uzbek,-,+,?,1299,9
Chuvash,Yakut,-,+,?,1299,9
Kazakh,Turkish,+,+,?,1299,9
Kazakh,Uzbek,+,+,?,1299,9
Kazakh,Yakut,+,+,?,1299,9
Turkish,Uzbek,+,+,?,1299,9
Turkish,Yakut,+,+,?,1299,9
Uzbek,Yakut,+,+,?,1299,9
Azerbaijani,Chuvash,b,-,?,1299,10
Azerbaijani,Kazakh,b,t,?,1299,10
Azerbaijani,Turkish,b,b,?,1299,10
Azerbaijani,Uzbek,b,k,?,1299,10
Azerbaijani,Yakut,b,k,?,1299,10
Chuvash,Kazakh,-,t,?,1299,10
Chuvash,Turkish,-,b,?,1299,10
Chuvash,Uzbek,-,k,?,1299,10
Chuvash,Yakut,-,k,?,1299,10
Kazakh,Turkish,t,b,?,1299,10
Kazakh,Uzbek,t,k,?,1299,10
Kazakh,Yakut,t,k,?,1299,10
Turkish,Uzbek,b,k,?,1299,10
Turkish,Yakut,b,k,?,1299,10
Uzbek,Yakut,k,k,?,1299,10
Azerbaijani,Chuvash,ɑ,a,?,1299,11
Azerbaijani,Kazakh,ɑ,ɑ,?,1299,11
Azerbaijani,Turkish,ɑ,a,?,1299,11
Azerbaijani,Uzbek,ɑ,o,?,1299,11
Azerbaijani,Yakut,ɑ,ø,?,1299,11
Chuvash,Kazakh,a,ɑ,?,1299,11
Chuvash,Turkish,a,a,?,1299,11
Chuvash,Uzbek,a,o,?,1299,11
Chuvash,Yakut,a,ø,?,1299,11
Kazakh,Turkish,ɑ,a,?,1299,11
Kazakh,Uzbek,ɑ,o,?,1299,11
Kazakh,Yakut,ɑ,ø,?,1299,11
Turkish,Uzbek,a,o,?,1299,11
Turkish,Yakut,a,ø,?,1299,11
Uzbek,Yakut,o,ø,?,1299,11
Azerbaijani,Chuvash,χ,s,?,1299,12
Azerbaijani,Kazakh,χ,-,?,1299,12
Azerbaijani,Turkish,χ,k,?,1299,12
Azerbaijani,Uzbek,χ,r,?,1299,12
Azerbaijani,Yakut,χ,ɾ,?,1299,12
Chuvash,Kazakh,s,-,?,1299,12
Chuvash,Turkish,s,k,?,1299,12
Chuvash,Uzbek,s,r,?,1299,12
Chuvash,Yakut,s,ɾ,?,1299,12
Kazakh,Turkish,-,k,?,1299,12
Kazakh,Uzbek,-,r,?,1299,12
Kazakh,Yakut,-,ɾ,?,1299,12
Turkish,Uzbek,k,r,?,1299,12
Turkish,Yakut,k,ɾ,?,1299,12
Uzbek,Yakut,r,ɾ,?,1299,12
Azerbaijani,Chuvash,m,t,?,1299,14
Azerbaijani,Kazakh,m,t,?,1299,14
Azerbaijani,Turkish,m,m,?,1299,14
Azerbaijani,Uzbek,m,m,?,1299,14
Azerbaijani,Yakut,m,-,?,1299,14
Chuvash,Kazakh,t,t,?,1299,14
Chuvash,Turkish,t,m,?,1299,14
Chuvash,Uzbek,t,m,?,1299,14
Chuvash,Yakut,t,-,?,1299,14
Kazakh,Turkish,t,m,?,1299,14
Kazakh,Uzbek,t,m,?,1299,14
Kazakh,Yakut,t,-,?,1299,14
Turkish,Uzbek,m,m,?,1299,14
Turkish,Yakut,m,-,?,1299,14
Uzbek,Yakut,m,-,?,1299,14
Azerbaijani,Chuvash,ɑ,i,?,1299,15
Azerbaijani,Kazakh,ɑ,u,?,1299,15
Azerbaijani,Turkish,ɑ,a,?,1299,15
Azerbaijani,Uzbek,ɑ,ɒ,?,1299,15
Azerbaijani,Yakut,ɑ,-,?,1299,15
Chuvash,Kazakh,i,u,?,1299,15
Chuvash,Turkish,i,a,?,1299,15
Chuvash,Uzbek,i,ɒ,?,1299,15
Chuvash,Yakut,i,-,?,1299,15
Kazakh,Turkish,u,a,?,1299,15
Kazakh,Uzbek,u,ɒ,?,1299,15
Kazakh,Yakut,u,-,?,1299,15
Turkish,Uzbek,a,ɒ,?,1299,15
Turkish,Yakut,a,-,?,1299,15
Uzbek,Yakut,ɒ,-,?,1299,15
Azerbaijani,Chuvash,g,ʋ,?,1299,16
Azerbaijani,Kazakh,g,-,?,1299,16
Azerbaijani,Turkish,g,k,?,1299,16
Azerbaijani,Uzbek,g,q,?,1299,16
Azerbaijani,Yakut,g,-,?,1299,16
Chuvash,Kazakh,ʋ,-,?,1299,16
Chuvash,Turkish,ʋ,k,?,1299,16
Chuvash,Uzbek,ʋ,q,?,1299,16
Chuvash,Yakut,ʋ,-,?,1299,16
Kazakh,Turkish,-,k,?,1299,16
Kazakh,Uzbek,-,q,?,1299,16
Turkish,Uzbek,k,q,?,1299,16
Turkish,Yakut,k,-,?,1299,16
Uzbek,Yakut,q,-,?,1299,16
Azerbaijani,Chuvash,g,ʂ,?,1183,0
Azerbaijani,Kazakh,g,-,?,1183,0
Azerbaijani,Turkish,g,k,?,1183,0
Azerbaijani,Uzbek,g,-,?,1183,0
Azerbaijani,Yakut,g,s,?,1183,0
Chuvash,Kazakh,ʂ,-,?,1183,0
Chuvash,Turkish,ʂ,k,?,1183,0
Chuvash,Uzbek,ʂ,-,?,1183,0
Chuvash,Yakut,ʂ,s,?,1183,0
Kazakh,Turkish,-,k,?,1183,0
Kazakh,Yakut,-,s,?,1183,0
Turkish,Uzbek,k,-,?,1183,0
Turkish,Yakut,k,s,?,1183,0
Uzbek,Yakut,-,s,?,1183,0
Azerbaijani,Chuvash,ɔ,ə,?,1183,1
Azerbaijani,Kazakh,ɔ,ɪ,?,1183,1
Azerbaijani,Turkish,ɔ,o,?,1183,1
Azerbaijani,Uzbek,ɔ,i,?,1183,1
Azerbaijani,Yakut,ɔ,ɯ,?,1183,1
Chuvash,Kazakh,ə,ɪ,?,1183,1
Chuvash,Turkish,ə,o,?,1183,1
Chuvash,Uzbek,ə,i,?,1183,1
Chuvash,Yakut,ə,ɯ,?,1183,1
Kazakh,Turkish,ɪ,o,?,1183,1
Kazakh,Uzbek,ɪ,i,?,1183,1
Kazakh,Yakut,ɪ,ɯ,?,1183,1
Turkish,Uzbek,o,i,?,1183,1
Turkish,Yakut,o,ɯ,?,1183,1
Uzbek,Yakut,i,ɯ,?,1183,1
Azerbaijani,Kazakh,-,j,?,1183,2
Azerbaijani,Turkish,-,k,?,1183,2
Azerbaijani,Yakut,-,t,?,1183,2
Chuvash,Kazakh,-,j,?,1183,2
Chuvash,Turkish,-,k,?,1183,2
Chuvash,Yakut,-,t,?,1183,2
Kazakh,Turkish,j,k,?,1183,2
Kazakh,Uzbek,j,-,?,1183,2
Kazakh,Yakut,j,t,?,1183,2
Turkish,Uzbek,k,-,?,1183,2
Turkish,Yakut,k,t,?,1183,2
Uzbek,Yakut,-,t,?,1183,2
Azerbaijani,Kazakh,-,ə,?,1183,3
Azerbaijani,Turkish,-,u,?,1183,3
Azerbaijani,Yakut,-,ɯ,?,1183,3
Chuvash,Kazakh,-,ə,?,1183,3
Chuvash,Turkish,-,u,?,1183,3
Chuvash,Yakut,-,ɯ,?,1183,3
Kazakh,Turkish,ə,u,?,1183,3
Kazakh,Uzbek,ə,-,?,1183,3
Kazakh,Yakut,ə,ɯ,?,1183,3
Turkish,Uzbek,u,-,?,1183,3
Turkish,Yakut,u,ɯ,?,1183,3
Uzbek,Yakut,-,ɯ,?,1183,3
Azerbaijani,Chuvash,-,r,?,1183,4
Azerbaijani,Yakut,-,ɾ,?,1183,4
Chuvash,Kazakh,r,-,?,1183,4
Chuvash,Turkish,r,-,?,1183,4
Chuvash,Uzbek,r,-,?,1183,4
Chuvash,Yakut,r,ɾ,?,1183,4
Kazakh,Yakut,-,ɾ,?,1183,4
Turkish,Yakut,-,ɾ,?,1183,4
Uzbek,Yakut,-,ɾ,?,1183,4
Azerbaijani,Chuvash,χ,ʂ,?,1183,5
Azerbaijani,Kazakh,χ,s,?,1183,5
Azerbaijani,Turkish,χ,s,?,1183,5
Azerbaijani,Uzbek,χ,s,?,1183,5
Azerbaijani,Yakut,χ,ɣ,?,1183,5
Chuvash,Kazakh,ʂ,s,?,1183,5
Chuvash,Turkish,ʂ,s,?,1183,5
Chuvash,Uzbek,ʂ,s,?,1183,5
Chuvash,Yakut,ʂ,ɣ,?,1183,5
Kazakh,Turkish,s,s,?,1183,5
Kazakh,Uzbek,s,s,?,1183,5
Kazakh,Yakut,s,ɣ,?,1183,5
Turkish,Uzbek,s,s,?,1183,5
Turkish,Yakut,s,ɣ,?,1183,5
Uzbek,Yakut,s,ɣ,?,1183,5
Azerbaijani,Chuvash,l,l,?,1183,6
Azerbaijani,Kazakh,l,k,?,1183,6
Azerbaijani,Turkish,l,-,?,1183,6
Azerbaijani,Uzbek,l,k,?,1183,6
Azerbaijani,Yakut,l,-,?,1183,6
Chuvash,Kazakh,l,k,?,1183,6
Chuvash,Turkish,l,-,?,1183,6
Chuvash,Uzbek,l,k,?,1183,6
Chuvash,Yakut,l,-,?,1183,6
Kazakh,Turkish,k,-,?,1183,6
Kazakh,Uzbek,k,k,?,1183,6
Kazakh,Yakut,k,-,?,1183,6
Turkish,Uzbek,-,k,?,1183,6
Uzbek,Yakut,k,-,?,1183,6
Azerbaijani,Chuvash,ɑ,-,?,1183,7
Azerbaijani,Kazakh,ɑ,e,?,1183,7
Azerbaijani,Turkish,ɑ,u,?,1183,7
Azerbaijani,Uzbek,ɑ,a,?,1183,7
Azerbaijani,Yakut,ɑ,-,?,1183,7
Chuvash,Kazakh,-,e,?,1183,7
Chuvash,Turkish,-,u,?,1183,7
Chuvash,Uzbek,-,a,?,1183,7
Kazakh,Turkish,e,u,?,1183,7
Kazakh,Uzbek,e,a,?,1183,7
Kazakh,Yakut,e,-,?,1183,7
Turkish,Uzbek,u,a,?,1183,7
Turkish,Yakut,u,-,?,1183,7
Uzbek,Yakut,a,-,?,1183,7
Azerbaijani,Chuvash,m,-,?,1183,8
Azerbaijani,Kazakh,m,-,?,1183,8
Azerbaijani,Turkish,m,n,?,1183,8
Azerbaijani,Uzbek,m,m,?,1183,8
Azerbaijani,Yakut,m,-,?,1183,8
Chuvash,Turkish,-,n,?,1183,8
Chuvash,Uzbek,-,m,?,1183,8
Kazakh,Turkish,-,n,?,1183,8
Kazakh,Uzbek,-,m,?,1183,8
Turkish,Uzbek,n,m,?,1183,8
Turkish,Yakut,n,-,?,1183,8
Uzbek,Yakut,m,-,?,1183,8
Azerbaijani,Chuvash,ɑ,a,?,1183,9
Azerbaijani,Kazakh,ɑ,u,?,1183,9
Azerbaijani,Turkish,ɑ,u,?,1183,9
Azerbaijani,Uzbek,ɑ,ɒ,?,1183,9
Azerbaijani,Yakut,ɑ,aː,?,1183,9
Chuvash,Kazakh,a,u,?,1183,9
Chuvash,Turkish,a,u,?,1183,9
Chuvash,Uzbek,a,ɒ,?,1183,9
Chuvash,Yakut,a,aː,?,1183,9
Kazakh,Turkish,u,u,?,1183,9
Kazakh,Uzbek,u,ɒ,?,1183,9
Kazakh,Yakut,u,aː,?,1183,9
Turkish,Uzbek,u,ɒ,?,1183,9
Turkish,Yakut,u,aː,?,1183,9
Uzbek,Yakut,ɒ,aː,?,1183,9
Azerbaijani,Chuvash,g,-,?,1183,10
Azerbaijani,Kazakh,g,-,?,1183,10
Azerbaijani,Turkish,g,-,?,1183,10
Azerbaijani,Uzbek,g,q,?,1183,10
Azerbaijani,Yakut,g,-,?,1183,10
Chuvash,Uzbek,-,q,?,1183,10
Kazakh,Uzbek,-,q,?,1183,10
Turkish,Uzbek,-,q,?,1183,10
Uzbek,Yakut,q,-,?,1183,10
Azerbaijani,Turkish,-,+,?,1183,11
Chuvash,Turkish,-,+,?,1183,11
Kazakh,Turkish,-,+,?,1183,11
Turkish,Uzbek,+,-,?,1183,11
Turkish,Yakut,+,-,?,1183,11
Azerbaijani,Turkish,-,a,?,1183,12
Chuvash,Turkish,-,a,?,1183,12
Kazakh,Turkish,-,a,?,1183,12
Turkish,Uzbek,a,-,?,1183,12
Turkish,Yakut,a,-,?,1183,12
Azerbaijani,Turkish,-,l,?,1183,13
Chuvash,Turkish,-,l,?,1183,13
Kazakh,Turkish,-,l,?,1183,13
Turkish,Uzbek,l,-,?,1183,13
Turkish,Yakut,l,-,?,1183,13
Azerbaijani,Turkish,-,m,?,1183,14
Chuvash,Turkish,-,m,?,1183,14
Kazakh,Turkish,-,m,?,1183,14
Turkish,Uzbek,m,-,?,1183,14
Turkish,Yakut,m,-,?,1183,14
Azerbaijani,Turkish,-,a,?,1183,15
Chuvash,Turkish,-,a,?,1183,15
Kazakh,Turkish,-,a,?,1183,15
Turkish,Uzbek,a,-,?,1183,15
Turkish,Yakut,a,-,?,1183,15
Azerbaijani,Turkish,-,k,?,1183,16
Chuvash,Turkish,-,k,?,1183,16
Kazakh,Turkish,-,k,?,1183,16
Turkish,Uzbek,k,-,?,1183,16
Turkish,Yakut,k,-,?,1183,16
Azerbaijani,Chuvash,d,s,?,445,0
Azerbaijani,Kazakh,d,s,?,445,0
Azerbaijani,Turkish,d,h,?,445,0
Azerbaijani,Uzbek,d,s,?,445,0
Azerbaijani,Yakut,d,b,?,445,0
Chuvash,Kazakh,s,s,?,445,0
Chuvash,Turkish,s,h,?,445,0
Chuvash,Uzbek,s,s,?,445,0
Chuvash,Yakut,s,b,?,445,0
Kazakh,Turkish,s,h,?,445,0
Kazakh,Uzbek,s,s,?,445,0
Kazakh,Yakut,s,b,?,445,0
Turkish,Uzbek,h,s,?,445,0
Turkish,Yakut,h,b,?,445,0
Uzbek,Yakut,s,b,?,445,0
Azerbaijani,Chuvash,u,i,?,445,1
Azerbaijani,Kazakh,u,e,?,445,1
Azerbaijani,Turkish,u,i,?,445,1
Azerbaijani,Uzbek,u,ɛ,?,445,1
Azerbaijani,Yakut,u,i,?,445,1
Chuvash,Kazakh,i,e,?,445,1
Chuvash,Turkish,i,i,?,445,1
Chuvash,Uzbek,i,ɛ,?,445,1
Chuvash,Yakut,i,i,?,445,1
Kazakh,Turkish,e,i,?,445,1
Kazakh,Uzbek,e,ɛ,?,445,1
Kazakh,Yakut,e,i,?,445,1
Turkish,Uzbek,i,ɛ,?,445,1
Turkish,Yakut,i,i,?,445,1
Uzbek,Yakut,ɛ,i,?,445,1
Azerbaijani,Chuvash,j,s,?,445,2
Azerbaijani,Kazakh,j,z,?,445,2
Azerbaijani,Turkish,j,sː,?,445,2
Azerbaijani,Uzbek,j,z,?,445,2
Azerbaijani,Yakut,j,-,?,445,2
Chuvash,Kazakh,s,z,?,445,2
Chuvash,Turkish,s,sː,?,445,2
Chuvash,Uzbek,s,z,?,445,2
Chuvash,Yakut,s,-,?,445,2
Kazakh,Turkish,z,sː,?,445,2
Kazakh,Uzbek,z,z,?,445,2
Kazakh,Yakut,z,-,?,445,2
Turkish,Uzbek,sː,z,?,445,2
Turkish,Yakut,sː,-,?,445,2
Uzbek,Yakut,z,-,?,445,2
Azerbaijani,Kazakh,-,ə,?,445,3
Azerbaijani,Turkish,-,ɛ,?,445,3
Chuvash,Kazakh,-,ə,?,445,3
Chuvash,Turkish,-,ɛ,?,445,3
Kazakh,Turkish,ə,ɛ,?,445,3
Kazakh,Uzbek,ə,-,?,445,3
Kazakh,Yakut,ə,-,?,445,3
Turkish,Uzbek,ɛ,-,?,445,3
Turkish,Yakut,ɛ,-,?,445,3
Azerbaijani,Turkish,-,t,?,445,4
Chuvash,Turkish,-,t,?,445,4
Kazakh,Turkish,-,t,?,445,4
Turkish,Uzbek,t,-,?,445,4
Turkish,Yakut,t,-,?,445,4
Azerbaijani,Chuvash,m,-,?,445,5
Azerbaijani,Kazakh,m,n,?,445,5
Azerbaijani,Turkish,m,m,?,445,5
Azerbaijani,Uzbek,m,m,?,445,5
Azerbaijani,Yakut,m,-,?,445,5
Chuvash,Kazakh,-,n,?,445,5
Chuvash,Turkish,-,m,?,445,5
Chuvash,Uzbek,-,m,?,445,5
Kazakh,Turkish,n,m,?,445,5
Kazakh,Uzbek,n,m,?,445,5
Kazakh,Yakut,n,-,?,445,5
Turkish,Uzbek,m,m,?,445,5
Turkish,Yakut,m,-,?,445,5
Uzbek,Yakut,m,-,?,445,5
Azerbaijani,Chuvash,ɑ,-,?,445,6
Azerbaijani,Kazakh,ɑ,u,?,445,6
Azerbaijani,Turkish,ɑ,ɛ,?,445,6
Azerbaijani,Uzbek,ɑ,ɒ,?,445,6
Azerbaijani,Yakut,ɑ,-,?,445,6
Chuvash,Kazakh,-,u,?,445,6
Chuvash,Turkish,-,ɛ,?,445,6
Chuvash,Uzbek,-,ɒ,?,445,6
Kazakh,Turkish,u,ɛ,?,445,6
Kazakh,Uzbek,u,ɒ,?,445,6
Kazakh,Yakut,u,-,?,445,6
Turkish,Uzbek,ɛ,ɒ,?,445,6
Turkish,Yakut,ɛ,-,?,445,6
Uzbek,Yakut,ɒ,-,?,445,6
Azerbaijani,Chuvash,g,-,?,445,7
Azerbaijani,Kazakh,g,-,?,445,7
Azerbaijani,Turkish,g,k,?,445,7
Azerbaijani,Uzbek,g,q,?,445,7
Azerbaijani,Yakut,g,l,?,445,7
Chuvash,Turkish,-,k,?,445,7
Chuvash,Uzbek,-,q,?,445,7
Chuvash,Yakut,-,l,?,445,7
Kazakh,Turkish,-,k,?,445,7
Kazakh,Uzbek,-,q,?,445,7
Kazakh,Yakut,-,l,?,445,7
Turkish,Uzbek,k,q,?,445,7
Turkish,Yakut,k,l,?,445,7
Uzbek,Yakut,q,l,?,445,7
Azerbaijani,Kazakh,-,b,?,1092,0
Chuvash,Kazakh,-,b,?,1092,0
Kazakh,Turkish,b,-,?,1092,0
Kazakh,Uzbek,b,-,?,1092,0
Kazakh,Yakut,b,-,?,1092,0
Azerbaijani,Kazakh,-,o,?,1092,1
Chuvash,Kazakh,-,o,?,1092,1
Kazakh,Turkish,o,-,?,1092,1
Kazakh,Uzbek,o,-,?,1092,1
Kazakh,Yakut,o,-,?,1092,1
Azerbaijani,Kazakh,-,l,?,1092,2
Chuvash,Kazakh,-,l,?,1092,2
Kazakh,Turkish,l,-,?,1092,2
Kazakh,Uzbek,l,-,?,1092,2
Kazakh,Yakut,l,-,?,1092,2
Azerbaijani,Kazakh,-,ə,?,1092,3
Chuvash,Kazakh,-,ə,?,1092,3
Kazakh,Turkish,ə,-,?,1092,3
Kazakh,Uzbek,ə,-,?,1092,3
Kazakh,Yakut,ə,-,?,1092,3
Azerbaijani,Kazakh,-,p,?,1092,4
Chuvash,Kazakh,-,p,?,1092,4
Kazakh,Turkish,p,-,?,1092,4
Kazakh,Uzbek,p,-,?,1092,4
Kazakh,Yakut,p,-,?,1092,4
Azerbaijani,Kazakh,-,+,?,1092,5
Chuvash,Kazakh,-,+,?,1092,5
Kazakh,Turkish,+,-,?,1092,5
Kazakh,Uzbek,+,-,?,1092,5
Kazakh,Yakut,+,-,?,1092,5
Azerbaijani,Chuvash,ɟ,t,?,1092,6
Azerbaijani,Kazakh,ɟ,k,?,1092,6
Azerbaijani,Turkish,ɟ,g,?,1092,6
Azerbaijani,Uzbek,ɟ,t,?,1092,6
Azerbaijani,Yakut,ɟ,k,?,1092,6
Chuvash,Kazakh,t,k,?,1092,6
Chuvash,Turkish,t,g,?,1092,6
Chuvash,Uzbek,t,t,?,1092,6
Chuvash,Yakut,t,k,?,1092,6
Kazakh,Turkish,k,g,?,1092,6
Kazakh,Uzbek,k,t,?,1092,6
Kazakh,Yakut,k,k,?,1092,6
Turkish,Uzbek,g,t,?,1092,6
Turkish,Yakut,g,k,?,1092,6
Uzbek,Yakut,t,k,?,1092,6
Azerbaijani,Chuvash,œ,u,?,1092,7
Azerbaijani,Kazakh,œ,ø,?,1092,7
Azerbaijani,Turkish,œ,œ,?,1092,7
Azerbaijani,Uzbek,œ,u,?,1092,7
Azerbaijani,Yakut,œ,ø,?,1092,7
Chuvash,Kazakh,u,ø,?,1092,7
Chuvash,Turkish,u,œ,?,1092,7
Chuvash,Uzbek,u,u,?,1092,7
Chuvash,Yakut,u,ø,?,1092,7
Kazakh,Turkish,ø,œ,?,1092,7
Kazakh,Uzbek,ø,u,?,1092,7
Kazakh,Yakut,ø,ø,?,1092,7
Turkish,Uzbek,œ,u,?,1092,7
Turkish,Yakut,œ,ø,?,1092,7
Uzbek,Yakut,u,ø,?,1092,7
Azerbaijani,Chuvash,r,j,?,1092,8
Azerbaijani,Kazakh,r,ɾ,?,1092,8
Azerbaijani,Turkish,r,ɾ,?,1092,8
Azerbaijani,Uzbek,r,j,?,1092,8
Azerbaijani,Yakut,r,h,?,1092,8
Chuvash,Kazakh,j,ɾ,?,1092,8
Chuvash,Turkish,j,ɾ,?,1092,8
Chuvash,Uzbek,j,j,?,1092,8
Chuvash,Yakut,j,h,?,1092,8
Kazakh,Turkish,ɾ,ɾ,?,1092,8
Kazakh,Uzbek,ɾ,j,?,1092,8
Kazakh,Yakut,ɾ,h,?,1092,8
Turkish,Uzbek,ɾ,j,?,1092,8
Turkish,Yakut,ɾ,h,?,1092,8
Uzbek,Yakut,j,h,?,1092,8
Azerbaijani,Chuvash,y,ə,?,1092,9
Azerbaijani,Kazakh,y,ə,?,1092,9
Azerbaijani,Turkish,y,y,?,1092,9
Azerbaijani,Uzbek,y,i,?,1092,9
Azerbaijani,Yakut,y,y,?,1092,9
Chuvash,Kazakh,ə,ə,?,1092,9
Chuvash,Turkish,ə,y,?,1092,9
Chuvash,Uzbek,ə,i,?,1092,9
Chuvash,Yakut,ə,y,?,1092,9
Kazakh,Turkish,ə,y,?,1092,9
Kazakh,Uzbek,ə,i,?,1092,9
Kazakh,Yakut,ə,y,?,1092,9
Turkish,Uzbek,y,i,?,1092,9
Turkish,Yakut,y,y,?,1092,9
Uzbek,Yakut,i,y,?,1092,9
Azerbaijani,Chuvash,n,-,?,1092,10
Azerbaijani,Kazakh,n,n,?,1092,10
Azerbaijani,Turkish,n,n,?,1092,10
Azerbaijani,Uzbek,n,l,?,1092,10
Azerbaijani,Yakut,n,n,?,1092,10
Chuvash,Kazakh,-,n,?,1092,10
Chuvash,Turkish,-,n,?,1092,10
Chuvash,Uzbek,-,l,?,1092,10
Chuvash,Yakut,-,n,?,1092,10
Kazakh,Turkish,n,n,?,1092,10
Kazakh,Uzbek,n,l,?,1092,10
Kazakh,Yakut,n,n,?,1092,10
Turkish,Uzbek,n,l,?,1092,10
Turkish,Yakut,n,n,?,1092,10
Uzbek,Yakut,l,n,?,1092,10
Azerbaijani,Chuvash,m,n,?,1092,11
Azerbaijani,Kazakh,m,-,?,1092,11
Azerbaijani,Turkish,m,m,?,1092,11
Azerbaijani,Uzbek,m,m,?,1092,11
Azerbaijani,Yakut,m,-,?,1092,11
Chuvash,Kazakh,n,-,?,1092,11
Chuvash,Turkish,n,m,?,1092,11
Chuvash,Uzbek,n,m,?,1092,11
Chuvash,Yakut,n,-,?,1092,11
Kazakh,Turkish,-,m,?,1092,11
Kazakh,Uzbek,-,m,?,1092,11
Turkish,Uzbek,m,m,?,1092,11
Turkish,Yakut,m,-,?,1092,11
Uzbek,Yakut,m,-,?,1092,11
Azerbaijani,Chuvash,æ,-,?,1092,12
Azerbaijani,Kazakh,æ,u,?,1092,12
Azerbaijani,Turkish,æ,ɛ,?,1092,12
Azerbaijani,Uzbek,æ,ɒ,?,1092,12
Azerbaijani,Yakut,æ,-,?,1092,12
Chuvash,Kazakh,-,u,?,1092,12
