language,gloss,form,ipa_tokens,cogid,cogid_source,savelyev_cogid,lexstat_cogid,conflict
Yakut,former,uɾukːu,u ɾ u kː u,,northeuralex,,,
Yakut,"aged, old",kɯɾɟaɣas,k ɯ ɾ ɟ a ɣ a s,,northeuralex,,,
Yakut,young,edeɾ,e d e ɾ,,northeuralex,,,
Yakut,poor,ɟadaŋɯ,ɟ a d a ŋ ɯ,,northeuralex,,,
Yakut,rich,baːj,b aː j,,northeuralex,,,
Yakut,familiar,bileɾ,b i l e ɾ,,northeuralex,,,
Yakut,famous,aːtɯɾbɯt,aː t ɯ ɾ b ɯ t,,northeuralex,,,
Yakut,foreign,atɯn,a t ɯ n,,northeuralex,,,
Yakut,different,aɾaːs,a ɾ aː s,,northeuralex,,,
Yakut,near,cuɡas,c u g a s,,northeuralex,,,
Yakut,far,ɯɾaːx,ɯ ɾ aː x,,northeuralex,,,
Yakut,left,xaŋas,x a ŋ a s,,northeuralex,,,
Yakut,right,uŋa,u ŋ a,,northeuralex,,,
Yakut,other,atɯn,a t ɯ n,,northeuralex,,,
Yakut,first,maŋnajɡɯ,m a ŋ n a j g ɯ,,northeuralex,,,
Yakut,second,ikːis,i kː i s,,northeuralex,,,
Yakut,third,yhys,y h y s,,northeuralex,,,
Yakut,last,tihex,t i h e x,,northeuralex,,,
Yakut,alone,soɣotox,s o ɣ o t o x,,northeuralex,,,
Yakut,at once,biːɾde,b iː ɾ d e,,northeuralex,,,
Yakut,together,xolbuː,x o l b uː,,northeuralex,,,
Yakut,suddenly,emiske,e m i s k e,,northeuralex,,,
Yakut,instantly,tuta,t u t a,,northeuralex,,,
Yakut,later,xojut,x o j u t,,northeuralex,,,
Yakut,now,biliɡin,b i l i g i n,,northeuralex,,,
Yakut,today,byɡyn,b y g y n,,northeuralex,,,
Yakut,tomorrow,saɾsɯn,s a ɾ s ɯ n,,northeuralex,,,
Yakut,soon,øtøɾ,ø t ø ɾ,,northeuralex,,,
Yakut,then,kenːa,k e nː a,,northeuralex,,,
Yakut,yesterday,beɣeheː,b e ɣ e h eː,,northeuralex,,,
Yakut,once,biːɾ_tøɡyl,b iː ɾ + t ø g y l,,northeuralex,,,
Yakut,once,aɾaj_biːɾde,a ɾ a j + b iː ɾ d e,,northeuralex,,,
Yakut,at that time,ocːoɣo,o cː o ɣ o,,northeuralex,,,
Yakut,afterwards,aːɾɯ,aː ɾ ɯ,,northeuralex,,,
Yakut,afterwards,ol_kenːitːen,o l + k e nː i tː e n,,northeuralex,,,
Yakut,before,uɾut,u ɾ u t,,northeuralex,,,
Yakut,at first,maŋnaj,m a ŋ n a j,,northeuralex,,,
Yakut,once,biːɾde,b iː ɾ d e,,northeuralex,,,
Yakut,sometimes,aɾɯt,a ɾ ɯ t,,northeuralex,,,
Yakut,often,caːstatɯk,c aː s t a t ɯ k,,northeuralex,,,
Yakut,always,melɟi,m e l ɟ i,,northeuralex,,,
Yakut,never,xahan_da,x a h a n + d a,,northeuralex,,,
Yakut,here,manɯ͡axa,m a n ɯa x a,,northeuralex,,,
Yakut,hither,betːex,b e tː e x,,northeuralex,,,
Yakut,hence,mantan,m a n t a n,,northeuralex,,,
Yakut,there,onːo,o nː o,,northeuralex,,,
Yakut,thither,onːo,o nː o,,northeuralex,,,
Yakut,ahead,bɯha,b ɯ h a,,northeuralex,,,
Yakut,ahead,bɯhacːɯ,b ɯ h a cː ɯ,,northeuralex,,,
Yakut,forward,inːiki,i nː i k i,,northeuralex,,,
Yakut,backward,tøtːøɾu,t ø tː ø ɾ u,,northeuralex,,,
Yakut,back,tøtːøɾy,t ø tː ø ɾ y,,northeuralex,,,
Yakut,below,alːaɾa,a lː a ɾ a,,northeuralex,,,
Yakut,down,alːaɾa,a lː a ɾ a,,northeuralex,,,
Yakut,above,y͡øhe,yø h e,,northeuralex,,,
Yakut,up,øɾø,ø ɾ ø,,northeuralex,,,
Yakut,up,y͡øhe,yø h e,,northeuralex,,,
Yakut,everywhere,bejdi͡e,b e j d ie,,northeuralex,,,
Yakut,a little,kɯɾatɯk,k ɯ ɾ a t ɯ k,,northeuralex,,,
Yakut,hardly,nehiːle,n e h iː l e,,northeuralex,,,
Yakut,very,beɾt,b e ɾ t,,northeuralex,,,
Yakut,very,nahaː,n a h aː,,northeuralex,,,
Yakut,so,ocːo,o cː o,,northeuralex,,,
Yakut,so,onːuk,o nː u k,,northeuralex,,,
Yakut,still,øsːø,ø sː ø,,northeuralex,,,
Yakut,only,eɾe,e ɾ e,,northeuralex,,,
Yakut,only,sɯcːax,s ɯ cː a x,,northeuralex,,,
Yakut,already,beli͡eɾ,b e l ie ɾ,,northeuralex,,,
Yakut,again,emi͡e,e m ie,,northeuralex,,,
Yakut,in vain,taːk,t aː k,,northeuralex,,,
Yakut,in front of,inːiɡeɾ,i nː i g e ɾ,,northeuralex,,,
Yakut,behind,kelin,k e l i n,,northeuralex,,,
Yakut,under,-ɣa,ɣ a,,northeuralex,,,
Yakut,under,ohox_tyɡeɣe,o h o x + t y g e ɣ e,,northeuralex,,,
Yakut,through,kuɾdaɾɯ,k u ɾ d a ɾ ɯ,,northeuralex,,,
Yakut,next to,atːɯɡaɾ,a tː ɯ g a ɾ,,northeuralex,,,
Yakut,between,ɯkːaɾdɯnan,ɯ kː a ɾ d ɯ n a n,,northeuralex,,,
Yakut,because of,uŋu͡oɾtan,u ŋ uo ɾ t a n,,northeuralex,,,
Yakut,everything,baɾɯta,b a ɾ ɯ t a,,northeuralex,,,
Yakut,thou,en,e n,,northeuralex,,,
Yakut,he,knːi,k nː i,,northeuralex,,,
Yakut,you,ehiɡi,e h i g i,,northeuralex,,,
Yakut,they,kinileɾ,k i n i l e ɾ,,northeuralex,,,
Yakut,where,xanːa,x a nː a,,northeuralex,,,
Yakut,where to,xanːa,x a nː a,,northeuralex,,,
Yakut,how,xajdax,x a j d a x,,northeuralex,,,
Yakut,why,toɣo,t o ɣ o,,northeuralex,,,
Yakut,how much,tøhø,t ø h ø,,northeuralex,,,
Yakut,three,ys,y s,,northeuralex,,,
Yakut,four,ty͡øɾt,t yø ɾ t,,northeuralex,,,
Yakut,five,bi͡es,b ie s,,northeuralex,,,
Yakut,six,alta,a l t a,,northeuralex,,,
Yakut,seven,setːe,s e tː e,,northeuralex,,,
Yakut,eight,aɣɯs,a ɣ ɯ s,,northeuralex,,,
Yakut,nine,toɣus,t o ɣ u s,,northeuralex,,,
Yakut,ten,u͡on,uo n,,northeuralex,,,
Yakut,and,da,d a,,northeuralex,,,
Yakut,and,u͡onːa,uo nː a,,northeuralex,,,
Yakut,and,iti͡enːe,i t ie nː e,,northeuralex,,,
Yakut,or,ebeteɾ,e b e t e ɾ,,northeuralex,,,
Yakut,stand,tuɾ,t u ɾ,,northeuralex,,,
Yakut,sit,oloɾ,o l o ɾ,,northeuralex,,,
Yakut,lie,sɯt,s ɯ t,,northeuralex,,,
Yakut,hang,saɲːɯlɯj,s a ɲː ɯ l ɯ j,,northeuralex,,,
Yakut,become,bu͡ol,b uo l,,northeuralex,,,
Yakut,happen,bu͡ol,b uo l,,northeuralex,,,
Yakut,begin,saɣalan,s a ɣ a l a n,,northeuralex,,,
Yakut,end,byt,b y t,,northeuralex,,,
Yakut,change,ulaɾɯj,u l a ɾ ɯ j,,northeuralex,,,
Yakut,rise,oj,o j,,northeuralex,,,
Yakut,set,kiːɾ,k iː ɾ,,northeuralex,,,
Yakut,shine,sɯɾdat,s ɯ ɾ d a t,,northeuralex,,,
Yakut,thunder,et,e t,,northeuralex,,,
Yakut,blow,yɾ,y ɾ,,northeuralex,,,
Yakut,stream,kutulun,k u t u l u n,,northeuralex,,,
Yakut,flow,syːɾ,s yː ɾ,,northeuralex,,,
Yakut,revolve,eɾɡij,e ɾ g i j,,northeuralex,,,
Yakut,sway,bi͡eteŋneː,b ie t e ŋ n eː,,northeuralex,,,
Yakut,swing,ejeŋneː,e j e ŋ n eː,,northeuralex,,,
Yakut,fall,oɣut,o ɣ u t,,northeuralex,,,
Yakut,burn,umaj,u m a j,,northeuralex,,,
Yakut,smoke,buɾu͡olaː,b u ɾ uo l aː,,northeuralex,,,
Yakut,rain,samɯːɾdaː,s a m ɯː ɾ d aː,,northeuralex,,,
Yakut,freeze,toŋ,t o ŋ,,northeuralex,,,
Yakut,thaw,iɾ,i ɾ,,northeuralex,,,
Yakut,melt,uːlun,uː l u n,,northeuralex,,,
Yakut,dry,kuːɾ,k uː ɾ,,northeuralex,,,
Yakut,boil,oɾɡuj,o ɾ g u j,,northeuralex,,,
Yakut,rot,sɯtɯj,s ɯ t ɯ j,,northeuralex,,,
Yakut,decay,sɯtɯjan_xaːl,s ɯ t ɯ j a n + x aː l,,northeuralex,,,
Yakut,snap,xajɯt,x a j ɯ t,,northeuralex,,,
Yakut,snap,bɯhɯtːalan,b ɯ h ɯ tː a l a n,,northeuralex,,,
Yakut,sink,timiɾ,t i m i ɾ,,northeuralex,,,
Yakut,sink,batɯlɯn,b a t ɯ l ɯ n,,northeuralex,,,
Yakut,pass,ɟaj,ɟ a j,,northeuralex,,,
Yakut,appear,køhyn,k ø h y n,,northeuralex,,,
Yakut,disappear,syt,s y t,,northeuralex,,,
Yakut,"drop, descend",namtaː,n a m t aː,,northeuralex,,,
Yakut,decrease,acːaː,a cː aː,,northeuralex,,,
Yakut,increase,elbeː,e l b eː,,northeuralex,,,
Yakut,rise,yɾdeː,y ɾ d eː,,northeuralex,,,
Yakut,grow,yːn,yː n,,northeuralex,,,
Yakut,shine,kɯlbaj,k ɯ l b a j,,northeuralex,,,
Yakut,"sparkle, twinkle",kylymneː,k y l y m n eː,,northeuralex,,,
Yakut,"sparkle, twinkle",kylymyɾdeː,k y l y m y ɾ d eː,,northeuralex,,,
Yakut,be noisy,tɯ͡ahaː,t ɯa h aː,,northeuralex,,,
Yakut,chime,sobu͡onːaː,s o b uo nː aː,,northeuralex,,,
Yakut,ring,linkineː,l i n k i n eː,,northeuralex,,,
Yakut,tinkle,ajɡɯɾat,a j g ɯ ɾ a t,,northeuralex,,,
Yakut,roar,siɾileː,s i ɾ i l eː,,northeuralex,,,
Yakut,rustle,suːɡunaː,s uː g u n aː,,northeuralex,,,
Yakut,sound,doɾɡuj,d o ɾ g u j,,northeuralex,,,
Yakut,howl,uluj,u l u j,,northeuralex,,,
Yakut,blow,yɾ,y ɾ,,northeuralex,,,
Yakut,whistle,ihiːɾ,i h iː ɾ,,northeuralex,,,
Yakut,shout,kɯlan,k ɯ l a n,,northeuralex,,,
Yakut,shout,xahɯːtaː,x a h ɯː t aː,,northeuralex,,,
Yakut,groan,ɯncɯktaː,ɯ n c ɯ k t aː,,northeuralex,,,
Yakut,tremble,titiɾeː,t i t i ɾ eː,,northeuralex,,,
Yakut,tremble,ɟiɡihij,ɟ i g i h i j,,northeuralex,,,
Yakut,live,oloɾ,o l o ɾ,,northeuralex,,,
Yakut,be born,tøɾøː,t ø ɾ øː,,northeuralex,,,
Yakut,breathe,tɯːn,t ɯː n,,northeuralex,,,
Yakut,drink,is,i s,,northeuralex,,,
Yakut,eat,ahaː,a h aː,,northeuralex,,,
Yakut,swallow,ɯjɯhɯn,ɯ j ɯ h ɯ n,,northeuralex,,,
Yakut,get tired,sɯlaj,s ɯ l a j,,northeuralex,,,
Yakut,fall asleep,utujan_xaːl,u t u j a n + x aː l,,northeuralex,,,
Yakut,sleep,utuj,u t u j,,northeuralex,,,
Yakut,sleep,utuja_sɯt,u t u j a + s ɯ t,,northeuralex,,,
Yakut,wake up,uhuɡun,u h u g u n,,northeuralex,,,
Yakut,get up,tuɾ,t u ɾ,,northeuralex,,,
Yakut,relax,sɯɲːan,s ɯ ɲː a n,,northeuralex,,,
Yakut,fall ill,ɯ͡aɾɯj,ɯa ɾ ɯ j,,northeuralex,,,
Yakut,be ill,ɯ͡aɾɯj,ɯa ɾ ɯ j,,northeuralex,,,
Yakut,be ill,ɯ͡aɾɯt,ɯa ɾ ɯ t,,northeuralex,,,
Yakut,ache,ɯ͡aɾɯt,ɯa ɾ ɯ t,,northeuralex,,,
Yakut,cough,søtølyn,s ø t ø l y n,,northeuralex,,,
Yakut,recover,køn,k ø n,,northeuralex,,,
Yakut,die,øl,ø l,,northeuralex,,,
Yakut,perish,øl,ø l,,northeuralex,,,
Yakut,perish,oɣut,o ɣ u t,,northeuralex,,,
Yakut,move,xamsaː,x a m s aː,,northeuralex,,,
Yakut,budge,xamsaː,x a m s aː,,northeuralex,,,
Yakut,stand up,tuɾ,t u ɾ,,northeuralex,,,
Yakut,sit down,oloɾ,o l o ɾ,,northeuralex,,,
Yakut,tumble,oɣut,o ɣ u t,,northeuralex,,,
Yakut,walk,xaːm,x aː m,,northeuralex,,,
Yakut,step,atɯlːaː,a t ɯ lː aː,,northeuralex,,,
Yakut,take a walk,ɟaːɾbaj,ɟ aː ɾ b a j,,northeuralex,,,
Yakut,rush,ti͡etej,t ie t e j,,northeuralex,,,
Yakut,hurry,ɯksaː,ɯ k s aː,,northeuralex,,,
Yakut,dash,eleːɾ,e l eː ɾ,,northeuralex,,,
Yakut,run,syːɾekeleː,s yː ɾ e k e l eː,,northeuralex,,,
Yakut,jump,oj,o j,,northeuralex,,,
Yakut,jump,ɯstan,ɯ s t a n,,northeuralex,,,
Yakut,climb,ɯtɯn,ɯ t ɯ n,,northeuralex,,,
Yakut,seesaw,ejeŋneː,e j e ŋ n eː,,northeuralex,,,
Yakut,seesaw,bi͡eɾeŋneː,b ie ɾ e ŋ n eː,,northeuralex,,,
Yakut,creep,sɯːl,s ɯː l,,northeuralex,,,
Yakut,swim,uhun,u h u n,,northeuralex,,,
Yakut,swim,xaɾbaː,x a ɾ b aː,,northeuralex,,,
Yakut,dive,umus,u m u s,,northeuralex,,,
Yakut,row,eɾt,e ɾ t,,northeuralex,,,
Yakut,drive,ajanːaː,a j a nː aː,,northeuralex,,,
Yakut,fly,køt,k ø t,,northeuralex,,,
Yakut,go,baɾ,b a ɾ,,northeuralex,,,
Yakut,go away,baɾ,b a ɾ,,northeuralex,,,
Yakut,depart,baɾ,b a ɾ,,northeuralex,,,
Yakut,stop,toxtoː,t o x t oː,,northeuralex,,,
Yakut,go in,kiːɾ,k iː ɾ,,northeuralex,,,
Yakut,enter,kiːɾ,k iː ɾ,,northeuralex,,,
Yakut,come,kel,k e l,,northeuralex,,,
Yakut,arrive,kel,k e l,,northeuralex,,,
Yakut,arrive,tiːj,t iː j,,northeuralex,,,
Yakut,come back,tønyn,t ø n y n,,northeuralex,,,
Yakut,stay,xaːl,x aː l,,northeuralex,,,
Yakut,wait,køhyt,k ø h y t,,northeuralex,,,
Yakut,await,kyːt,k yː t,,northeuralex,,,
Yakut,await,køhyt,k ø h y t,,northeuralex,,,
Yakut,look for,iɾdeː,i ɾ d eː,,northeuralex,,,
Yakut,look for,køɾdøː,k ø ɾ d øː,,northeuralex,,,
Yakut,find,bul,b u l,,northeuralex,,,
Yakut,try,soɾun,s o ɾ u n,,northeuralex,,,
Yakut,prepare,belemneː,b e l e m n eː,,northeuralex,,,
Yakut,love,taptaː,t a p t aː,,northeuralex,,,
Yakut,like,søbyl,s ø b y l,,northeuralex,,,
Yakut,laugh,kyl,k y l,,northeuralex,,,
Yakut,move,dolɡut,d o l g u t,,northeuralex,,,
Yakut,"weep, cry",ɯtaː,ɯ t aː,,northeuralex,,,
Yakut,grumble,y͡øɣys,yø ɣ y s,,northeuralex,,,
Yakut,be annoyed,kɯːhɯɾ,k ɯː h ɯ ɾ,,northeuralex,,,
Yakut,be annoyed,kɯjaxan,k ɯ j a x a n,,northeuralex,,,
Yakut,be afraid,kutːan,k u tː a n,,northeuralex,,,
Yakut,be afraid,ɟiksin,ɟ i k s i n,,northeuralex,,,
Yakut,be afraid of,ɟiksin,ɟ i k s i n,,northeuralex,,,
Yakut,be afraid of,kutːan,k u tː a n,,northeuralex,,,
Yakut,flee,kyɾeː,k y ɾ eː,,northeuralex,,,
Yakut,escape,kyɾeː,k y ɾ eː,,northeuralex,,,
Yakut,see,køɾ,k ø ɾ,,northeuralex,,,
Yakut,look at,køɾ,k ø ɾ,,northeuralex,,,
Yakut,watch,køɾ,k ø ɾ,,northeuralex,,,
Yakut,hear,bil,b i l,,northeuralex,,,
Yakut,hear,ihit,i h i t,,northeuralex,,,
Yakut,listen,ihit,i h i t,,northeuralex,,,
Yakut,taste,boɾu͡obalaːn_køɾ,b o ɾ uo b a l aː n + k ø ɾ,,northeuralex,,,
Yakut,taste,amsajan_køɾ,a m s a j a n + k ø ɾ,,northeuralex,,,
Yakut,smell,sɯtɯɾɣaː,s ɯ t ɯ ɾ ɣ aː,,northeuralex,,,
Yakut,feel,bil,b i l,,northeuralex,,,
Yakut,seem,køhyn,k ø h y n,,northeuralex,,,
Yakut,show,køhyn,k ø h y n,,northeuralex,,,
Yakut,hear,ihit,i h i t,,northeuralex,,,
Yakut,be cold,toŋ,t o ŋ,,northeuralex,,,
Yakut,be cold,ylyj,y l y j,,northeuralex,,,
Yakut,do,ɡɯn,g ɯ n,,northeuralex,,,
Yakut,can,kɯ͡aj,k ɯa j,,northeuralex,,,
Yakut,want,baɣaɾ,b a ɣ a ɾ,,northeuralex,,,
Yakut,start,saɣalaː,s a ɣ a l aː,,northeuralex,,,
Yakut,finish,byteɾ,b y t e ɾ,,northeuralex,,,
Yakut,stop,uːɾaj,uː ɾ a j,,northeuralex,,,
Yakut,succeed,satan,s a t a n,,northeuralex,,,
Yakut,turn out,baːɾ_bu͡olan_bi͡eɾ,b aː ɾ + b uo l a n + b ie ɾ,,northeuralex,,,
Yakut,turn out,baːɾ_bu͡ola_tus,b aː ɾ + b uo l a + t u s,,northeuralex,,,
Yakut,turn out,bu͡olan_taɣɯs,b uo l a n + t a ɣ ɯ s,,northeuralex,,,
Yakut,open,as,a s,,northeuralex,,,
Yakut,close,sap,s a p,,northeuralex,,,
Yakut,close,xataː,x a t aː,,northeuralex,,,
Yakut,put,uːɾ,uː ɾ,,northeuralex,,,
Yakut,put,tuɾu͡oɾ,t u ɾ uo ɾ,,northeuralex,,,
Yakut,place,tuɾu͡oɾ,t u ɾ uo ɾ,,northeuralex,,,
Yakut,place,uːɾ,uː ɾ,,northeuralex,,,
Yakut,lay,uːɾ,uː ɾ,,northeuralex,,,
Yakut,touch,tɯːt,t ɯː t,,northeuralex,,,
Yakut,touch,taːɾɯj,t aː ɾ ɯ j,,northeuralex,,,
Yakut,connect,kelɡij,k e l g i j,,northeuralex,,,
Yakut,cover,byɾyj,b y ɾ y j,,northeuralex,,,
Yakut,hang up,ɯjaː,ɯ j aː,,northeuralex,,,
Yakut,light,umat,u m a t,,northeuralex,,,
Yakut,pick up,øɾø_taɾt,ø ɾ ø + t a ɾ t,,northeuralex,,,
Yakut,leave,bɯɾax,b ɯ ɾ a x,,northeuralex,,,
Yakut,lose,syteɾ,s y t e ɾ,,northeuralex,,,
Yakut,drop,tyheɾ,t y h e ɾ,,northeuralex,,,
Yakut,drop,mylcy_tut,m y l c y + t u t,,northeuralex,,,
Yakut,make,oŋoɾ,o ŋ o ɾ,,northeuralex,,,
Yakut,make,oŋohun,o ŋ o h u n,,northeuralex,,,
Yakut,produce,oŋoɾ,o ŋ o ɾ,,northeuralex,,,
Yakut,build,tut,t u t,,northeuralex,,,
Yakut,"repair, mend",abɯɾaxtaː,a b ɯ ɾ a x t aː,,northeuralex,,,
Yakut,improve,tupsaɾ,t u p s a ɾ,,northeuralex,,,
Yakut,alter,ulaɾɯt,u l a ɾ ɯ t,,northeuralex,,,
Yakut,dig,xas,x a s,,northeuralex,,,
Yakut,bow,bokut,b o k u t,,northeuralex,,,
Yakut,bow,tokuɾut,t o k u ɾ u t,,northeuralex,,,
Yakut,bow,byk_batːaː,b y k + b a tː aː,,northeuralex,,,
Yakut,bend,i͡ex,ie x,,northeuralex,,,
Yakut,bend,øɣylynːeɾ,ø ɣ y l y nː e ɾ,,northeuralex,,,
Yakut,spin,eɾɡit,e ɾ g i t,,northeuralex,,,
Yakut,spin,eɾɡicit,e ɾ g i c i t,,northeuralex,,,
Yakut,turn over,eɾɡilin,e ɾ g i l i n,,northeuralex,,,
Yakut,"turn, turn around",tyŋneɾ,t y ŋ n e ɾ,,northeuralex,,,
Yakut,raise,køtøx,k ø t ø x,,northeuralex,,,
Yakut,lift,tahaːɾ,t a h aː ɾ,,northeuralex,,,
Yakut,seize,tut,t u t,,northeuralex,,,
Yakut,hold,tut,t u t,,northeuralex,,,
Yakut,press,ɯk,ɯ k,,northeuralex,,,
Yakut,push,as,a s,,northeuralex,,,
Yakut,scrape,kɯhɯː,k ɯ h ɯː,,northeuralex,,,
Yakut,lick,salaː,s a l aː,,northeuralex,,,
Yakut,bite,ɯtɯɾ,ɯ t ɯ ɾ,,northeuralex,,,
Yakut,tear off,bɯha_taɾt,b ɯ h a + t a ɾ t,,northeuralex,,,
Yakut,tear off,tuːɾa_taɾt,t uː ɾ a + t a ɾ t,,northeuralex,,,
Yakut,cut off,bɯs,b ɯ s,,northeuralex,,,
Yakut,cut off,bɯhan_ɯl,b ɯ h a n + ɯ l,,northeuralex,,,
Yakut,cut off,bɯha_batːaː,b ɯ h a + b a tː aː,,northeuralex,,,
Yakut,tie,kelɡij,k e l g i j,,northeuralex,,,
Yakut,stick,bataɾɯ_as,b a t a ɾ ɯ + a s,,northeuralex,,,
Yakut,break,tohut,t o h u t,,northeuralex,,,
Yakut,knock,toŋsuj,t o ŋ s u j,,northeuralex,,,
Yakut,hit,oɣus,o ɣ u s,,northeuralex,,,
Yakut,glue,silimneː,s i l i m n eː,,northeuralex,,,
Yakut,rub,aːl,aː l,,northeuralex,,,
Yakut,spread,sɯbaː,s ɯ b aː,,northeuralex,,,
Yakut,sharpen,cocuj,c o c u j,,northeuralex,,,
Yakut,cut,bɯs,b ɯ s,,northeuralex,,,
Yakut,jog,i͡eɣeŋnet,ie ɣ e ŋ n e t,,northeuralex,,,
Yakut,shake,saxsɯj,s a x s ɯ j,,northeuralex,,,
Yakut,swing,dajbaː,d a j b aː,,northeuralex,,,
Yakut,pour,kut,k u t,,northeuralex,,,
Yakut,fill,toloɾ,t o l o ɾ,,northeuralex,,,
Yakut,wrap,suːlaː,s uː l aː,,northeuralex,,,
Yakut,carry,it,i t,,northeuralex,,,
Yakut,drag,sos,s o s,,northeuralex,,,
Yakut,pull,taɾt,t a ɾ t,,northeuralex,,,
Yakut,keep,uːɾ,uː ɾ,,northeuralex,,,
Yakut,keep,xaɾaj,x a ɾ a j,,northeuralex,,,
Yakut,throw,bɯɾax,b ɯ ɾ a x,,northeuralex,,,
Yakut,catch,xap,x a p,,northeuralex,,,
Yakut,grab,tut,t u t,,northeuralex,,,
Yakut,hide,sahɯ͡aɾ,s a h ɯa ɾ,,northeuralex,,,
Yakut,divide,ylːeɾ,y lː e ɾ,,northeuralex,,,
Yakut,send,ɯːt,ɯː t,,northeuralex,,,
Yakut,bring,aɣal,a ɣ a l,,northeuralex,,,
Yakut,add,ep,e p,,northeuralex,,,
Yakut,get,ɯl,ɯ l,,northeuralex,,,
Yakut,get,bulun,b u l u n,,northeuralex,,,
Yakut,receive,ɯl,ɯ l,,northeuralex,,,
Yakut,take,ɯl,ɯ l,,northeuralex,,,
Yakut,choose,bɯːbaɾdaː,b ɯː b a ɾ d aː,,northeuralex,,,
Yakut,select,tal,t a l,,northeuralex,,,
Yakut,preserve,xaɾaj,x a ɾ a j,,northeuralex,,,
Yakut,hinder,mehejdeː,m e h e j d eː,,northeuralex,,,
Yakut,spoil,bu͡oɾtu_ɡɯn,b uo ɾ t u + g ɯ n,,northeuralex,,,
Yakut,damage,alɟat,a l ɟ a t,,northeuralex,,,
Yakut,break,yltyɾyt,y l t y ɾ y t,,northeuralex,,,
Yakut,tear,xajɯta_taɾt,x a j ɯ t a + t a ɾ t,,northeuralex,,,
Yakut,destroy,alɟat,a l ɟ a t,,northeuralex,,,
Yakut,burn,u͡otːaː,uo tː aː,,northeuralex,,,
Yakut,give,bi͡eɾ,b ie ɾ,,northeuralex,,,
Yakut,hand,aɣal,a ɣ a l,,northeuralex,,,
Yakut,give,belexteː,b e l e x t eː,,northeuralex,,,
Yakut,promise,eɾenːeɾ,e ɾ e nː e ɾ,,northeuralex,,,
Yakut,wish,baɣaɾ,b a ɣ a ɾ,,northeuralex,,,
Yakut,praise,xajɣaː,x a j ɣ aː,,northeuralex,,,
Yakut,kiss,uːɾaː,uː ɾ aː,,northeuralex,,,
Yakut,rock,biɡeː,b i g eː,,northeuralex,,,
Yakut,cover,sap,s a p,,northeuralex,,,
Yakut,cover,byɾyj,b y ɾ y j,,northeuralex,,,
Yakut,wake,uhuɡunːaɾ,u h u g u nː a ɾ,,northeuralex,,,
Yakut,show,køɾdøɾ,k ø ɾ d ø ɾ,,northeuralex,,,
Yakut,guide,salaj,s a l a j,,northeuralex,,,
Yakut,teach,y͡øɾet,yø ɾ e t,,northeuralex,,,
Yakut,instruct,y͡øɾet,yø ɾ e t,,northeuralex,,,
Yakut,bring up,iːt,iː t,,northeuralex,,,
Yakut,lead,salaj,s a l a j,,northeuralex,,,
Yakut,urge,kɯhaj,k ɯ h a j,,northeuralex,,,
Yakut,let,kyhej,k y h e j,,northeuralex,,,
Yakut,invite,ɯŋɯɾ,ɯ ŋ ɯ ɾ,,northeuralex,,,
Yakut,unite,xolboː,x o l b oː,,northeuralex,,,
Yakut,unite,tym,t y m,,northeuralex,,,
Yakut,visit,sɯɾɯt,s ɯ ɾ ɯ t,,northeuralex,,,
Yakut,visit,bilse_sɯɾɯt,b i l s e + s ɯ ɾ ɯ t,,northeuralex,,,
Yakut,meet,køɾys,k ø ɾ y s,,northeuralex,,,
Yakut,assemble,myhyn,m y h y n,,northeuralex,,,
Yakut,assemble,tymys,t y m y s,,northeuralex,,,
Yakut,play,oːɲːoː,oː ɲː oː,,northeuralex,,,
Yakut,sing,ɯlːaː,ɯ lː aː,,northeuralex,,,
Yakut,dance,yŋkyːleː,y ŋ k yː l eː,,northeuralex,,,
Yakut,separate,aɾaɣɯs,a ɾ a ɣ ɯ s,,northeuralex,,,
Yakut,leave,xaːlːaɾ,x aː lː a ɾ,,northeuralex,,,
Yakut,rescue,øɾyhyj,ø ɾ y h y j,,northeuralex,,,
Yakut,guard,aɾaŋacːɯlaː,a ɾ a ŋ a cː ɯ l aː,,northeuralex,,,
Yakut,protect,kømyskeː,k ø m y s k eː,,northeuralex,,,
Yakut,defend,kømyskeː,k ø m y s k eː,,northeuralex,,,
Yakut,brawl,oxsus,o x s u s,,northeuralex,,,
Yakut,shoot,ɯtɯ͡alaː,ɯ t ɯa l aː,,northeuralex,,,
Yakut,win,xot,x o t,,northeuralex,,,
Yakut,win,kɯ͡aj,k ɯa j,,northeuralex,,,
Yakut,annoy,kɯːhɯɾt,k ɯː h ɯ ɾ t,,northeuralex,,,
Yakut,beat,oɣus,o ɣ u s,,northeuralex,,,
Yakut,kick,tep,t e p,,northeuralex,,,
Yakut,sting,kej,k e j,,northeuralex,,,
Yakut,shove,kep,k e p,,northeuralex,,,
Yakut,shove,ytyɾyj,y t y ɾ y j,,northeuralex,,,
Yakut,steal,u͡oɾ,uo ɾ,,northeuralex,,,
Yakut,disturb,mehejdeː,m e h e j d eː,,northeuralex,,,
Yakut,bother,bataɾ,b a t a ɾ,,northeuralex,,,
Yakut,conceal,kisteː,k i s t eː,,northeuralex,,,
Yakut,deceive,albɯnːaː,a l b ɯ nː aː,,northeuralex,,,
Yakut,cheat,albɯnːaː,a l b ɯ nː aː,,northeuralex,,,
Yakut,kill,øløɾ,ø l ø ɾ,,northeuralex,,,
Yakut,dwell,oloɾ,o l o ɾ,,northeuralex,,,
Yakut,work,yleleː,y l e l eː,,northeuralex,,,
