language,gloss,form,ipa_tokens,cogid_source,raw_score,adjusted_score,lexstat_penalized,yakut_artifact_flag,thin_lang_flag,n_tokens,n_lookups
Kazakh,small,"kɘʃkene, kɘʃkentaj",k ĭ ʃ k e n e,savelyev,-0.848,-0.848,False,False,False,7,7
Kyrgyz,small,kiʨine(kej),k i ʨ i n e k e j,savelyev,-0.4039,-0.4039,False,False,True,9,9
Turkish,small,kyʨyk,k y tɕ y k,savelyev,-0.5958,-0.5958,False,False,False,5,5
Turkmen,small,kiʨi(ʥik),k i ʨ i ʥ i k,savelyev,-1.8743,-1.8743,False,False,True,7,7
Uyghur,small,kiʨik,k i tɕ i k,savelyev,-0.3656,-0.3656,False,False,True,5,5
Uzbek,small,kiʨkina,k i tɕ k i n a,savelyev,-0.7058,-0.7058,False,False,False,7,7
Yakut,small,? kutɕ:uguj,k u tʃː u g u j,savelyev,-0.8659,-0.8659,False,False,False,7,7
Azerbaijani,tail,ɢujruɢ,ɢ u j r u ɢ,savelyev,-0.4814,-0.4814,False,False,False,6,6
Chuvash,tail,χyre,χ y r e,savelyev,-0.9968,-0.9968,False,False,False,4,4
Kazakh,tail,qŭjrɯq,q u j r ɯ q,savelyev,-0.6134,-0.6134,False,False,False,6,6
Kyrgyz,tail,qujruq,q u j r u q,savelyev,-0.18,-0.18,False,False,True,6,6
Turkish,tail,kujruk,k u j r u k,savelyev,-0.4508,-0.4508,False,False,False,6,6
Turkmen,tail,ɢujruq,ɢ u j r u q,savelyev,-0.1046,-0.1046,False,False,True,6,6
Uyghur,tail,qujruq,q u j r u q,savelyev,-0.1963,-0.1963,False,False,True,6,6
Yakut,tail,kuturuk,k u t u r u k,savelyev,-0.9834,-0.9834,False,False,False,7,7
Uzbek,that,o(ʃa),o,savelyev,-1.133,-1.133,False,False,False,1,1
Kazakh,that,ana(w),a n a w,savelyev,-0.5112,-0.5112,False,False,False,4,4
Azerbaijani,this,bu,b u,savelyev,-0.6802,-0.6802,False,False,False,2,2
Kazakh,this,bŭl,b u l,savelyev,-0.6766,-0.6766,False,False,False,3,3
Kyrgyz,this,bu,b u,savelyev,-0.1069,-0.1069,False,False,True,2,2
Turkish,this,bu,b u,savelyev,-0.7675,-0.7675,False,False,False,2,2
Turkmen,this,bu,b u,savelyev,-0.1226,-0.1226,False,False,True,2,2
Uyghur,this,bu,b u,savelyev,-0.1381,-0.1381,False,False,True,2,2
Uzbek,this,bu,b u,savelyev,-0.8263,-0.8263,False,False,False,2,2
Yakut,this,bu,b u,savelyev,-0.9498,-0.9498,False,False,False,2,2
Chuvash,this,ku,k u,savelyev,-1.023,-1.023,False,False,False,2,2
Azerbaijani,tree,aɣaǰ,a ɣ a ʥ,savelyev,-0.416,-0.416,False,False,False,4,4
Chuvash,tree,jɯvə̈ɕ,j ɯ v ə ɕ,savelyev,-0.7917,-0.7917,False,False,False,5,5
Kazakh,tree,aɣaʃ,a ɣ a ʃ,savelyev,-0.6714,-0.6714,False,False,False,4,4
Kyrgyz,tree,ʥɯɣaʨ,ʥ ɯ ɣ a ʨ,savelyev,-1.3692,-1.3692,False,False,True,5,5
Turkish,tree,aɣaʨ,a ɣ a tɕ,savelyev,-0.5193,-0.5193,False,False,False,4,4
Turkmen,tree,aɣaʨ,a ɣ a tɕ,savelyev,-1.629,-1.629,False,False,True,4,4
Uyghur,tree,jaɣaʨ,j a ɣ a tɕ,savelyev,-1.418,-1.418,False,False,True,5,5
Yakut,tree,mas,m a s,savelyev,-1.2068,-1.2068,False,False,False,3,3
Azerbaijani,two,iki,i k i,savelyev,-0.3473,-0.3473,False,False,False,3,3
Chuvash,two,"ikkɘ, igɘ, ik",i k ĭ,savelyev,-0.9097,-0.9097,False,False,False,3,3
Kazakh,two,ekɘ,e k ĭ,savelyev,-0.7748,-0.7748,False,False,False,3,3
Kyrgyz,two,eki,e k i,savelyev,-0.5576,-0.5576,False,False,True,3,3
Turkish,two,iki,i k i,savelyev,-0.4688,-0.4688,False,False,False,3,3
Turkmen,two,iki,i k i,savelyev,-0.2489,-0.2489,False,False,True,3,3
Uyghur,two,ikki,i kː i,savelyev,-0.2364,-0.2364,False,False,True,3,3
Uzbek,two,ikki,i kː i,savelyev,-0.7318,-0.7318,False,False,False,3,3
Yakut,two,ikki,i kː i,savelyev,-0.9092,-0.9092,False,False,False,3,3
Azerbaijani,what,nɛ,n æ,savelyev,-0.5923,-0.5923,False,False,False,2,2
Chuvash,what,mɘn,m ĭ n,savelyev,-0.7751,-0.7751,False,False,False,3,3
Kazakh,what,ne,n e,savelyev,-0.803,-0.803,False,False,False,2,2
Kyrgyz,what,emne,e m n e,savelyev,-0.3513,-0.3513,False,False,True,4,4
Turkish,what,ne,n e,savelyev,-0.6392,-0.6392,False,False,False,2,2
Turkmen,what,nɛme,n æ m e,savelyev,-1.6173,-1.6173,False,False,True,4,4
Uyghur,what,nimɛ,n i m æ,savelyev,-0.2513,-0.2513,False,False,True,4,4
Uzbek,what,nima,n i m a,savelyev,-0.7047,-0.7047,False,False,False,4,4
Yakut,what,tuoχ,t u o χ,savelyev,-1.1209,-1.1209,False,False,False,4,4
Azerbaijani,who,kim,k i m,savelyev,-0.2543,-0.2543,False,False,False,3,3
Chuvash,who,kam,k a m,savelyev,-1.0948,-1.0948,False,False,False,3,3
Kazakh,who,kɘm,k ĭ m,savelyev,-0.6849,-0.6849,False,False,False,3,3
Kyrgyz,who,kim,k i m,savelyev,-0.3378,-0.3378,False,False,True,3,3
Turkish,who,kim,k i m,savelyev,-0.3465,-0.3465,False,False,False,3,3
Turkmen,who,kim,k i m,savelyev,-0.1244,-0.1244,False,False,True,3,3
Uyghur,who,kim,k i m,savelyev,-0.2371,-0.2371,False,False,True,3,3
Uzbek,who,kim,k i m,savelyev,-0.6571,-0.6571,False,False,False,3,3
Yakut,who,kim,k i m,savelyev,-1.1945,-1.1945,False,False,False,3,3
Chuvash,woman,χɘrarə̈m,χ ĭ r a r ə m,savelyev,-0.9228,-0.9228,False,False,False,7,7
Azerbaijani,woman,ɢadɯn,ɢ a d ɯ n,savelyev,-0.4836,-0.4836,False,False,False,5,5
Turkish,woman,kadɯn,k a d ɯ n,savelyev,-0.4745,-0.4745,False,False,False,5,5
Uzbek,woman,χɔtin (kiʃi),χ ɔ t i n,savelyev,-0.7618,-0.7618,False,False,False,5,5
Azerbaijani,person,ɑdɑm,ɑ d ɑ m,lexstat,-0.5915,-0.8915,True,False,False,4,4
Uzbek,tree,daraχt,d a r a χ t,lexstat,-0.918,-1.218,True,False,False,6,6
Uzbek,bark,qɒbiq,q ɒ b i q,lexstat,-0.6267,-0.9267,True,False,False,5,5
Uzbek,leaf,barɡ,b a r g,lexstat,-0.8017,-1.1017,True,False,False,4,4
Uzbek,horn,muɡiz,m u g i z,lexstat,-0.7721,-1.0721,True,False,False,5,5
Uzbek,tail,qujruq,q u j r u q,lexstat,-0.7409,-1.0409,True,False,False,6,6
Uzbek,egg,tuχum,t u χ u m,lexstat,-0.8666,-1.1666,True,False,False,5,5
Uzbek,flesh,ɡoʃt,g o ʃ t,lexstat,-0.9322,-1.2322,True,False,False,4,4
Uzbek,big,bujuk,b u j u k,lexstat,-0.8705,-1.1705,True,False,False,5,5
Kazakh,woman,bɪjke,b ɪ j k e,lexstat,-0.9314,-1.2314,True,False,False,5,5
Chuvash,flesh,aʂ,a ʂ,lexstat,-1.0926,-1.3926,True,False,False,2,2
Chuvash,small,ˈpɘt͡ɕɘk,p ɘ tɕ ɘ k,lexstat,-1.2966,-1.5966,True,False,False,5,5
Chuvash,many,miˈɕ̬ɛ,m i ɕ ɛ,lexstat,-1.1597,-1.4597,True,False,False,4,4
Yakut,woman,ɟaxtaɾ,ɟ a x t a ɾ,lexstat,-1.0983,-1.3983,True,False,False,6,6
Yakut,many,tøhø,t ø h ø,lexstat,-1.1502,-1.4502,True,False,False,4,4
Turkmen,person,unsan,u n s a n,lexstat,-0.1945,-0.4945,True,False,True,5,5
Turkmen,horn,Sah,ʃ a h,lexstat,-2.086,-2.386,True,False,True,3,3
Turkish,nose,buɾun,b u ɾ u n,northeuralex,-0.7389,-0.7389,False,False,False,5,5
Turkish,mouth,aːɯz,aː ɯ z,northeuralex,-0.779,-0.779,False,False,False,3,3
Turkish,tooth,diʃ,d i ʃ,northeuralex,-0.6888,-0.6888,False,False,False,3,3
Turkish,tongue,dil,d i l,northeuralex,-0.6166,-0.6166,False,False,False,3,3
Turkish,lip,dudak,d u d a k,northeuralex,-0.5384,-0.5384,False,False,False,5,5
Turkish,cheek,janak,j a n a k,northeuralex,-0.512,-0.512,False,False,False,5,5
Turkish,face,jyz,j y z,northeuralex,-0.9326,-0.9326,False,False,False,3,3
Turkish,forehead,alɯn,a l ɯ n,northeuralex,-0.5623,-0.5623,False,False,False,4,4
Turkish,moustache,bɯjɯk,b ɯ j ɯ k,northeuralex,-0.5714,-0.5714,False,False,False,5,5
Turkish,beard,sakal,s a k a l,northeuralex,-0.4832,-0.4832,False,False,False,5,5
Turkish,chin,t͡ʃɛnɛ,tʃ ɛ n ɛ,northeuralex,-0.9168,-0.9168,False,False,False,4,4
Turkish,jaw,t͡ʃɛnɛ,tʃ ɛ n ɛ,northeuralex,-0.9168,-0.9168,False,False,False,4,4
Turkish,throat,boːaz,b oː a z,northeuralex,-0.7605,-0.7605,False,False,False,4,4
Turkish,neck,bojun,b o j u n,northeuralex,-0.824,-0.824,False,False,False,5,5
Turkish,neck,ɡɛɾdan,g ɛ ɾ d a n,northeuralex,-0.5873,-0.5873,False,False,False,6,6
Turkish,nape,ɛnsɛ,ɛ n s ɛ,northeuralex,-0.8184,-0.8184,False,False,False,4,4
Turkish,back,aɾka,a ɾ k a,northeuralex,-0.4858,-0.4858,False,False,False,4,4
Turkish,belly,kaɾɯn,k a ɾ ɯ n,northeuralex,-0.5059,-0.5059,False,False,False,5,5
Turkish,navel,ɡœbɛk,g œ b ɛ k,northeuralex,-0.5906,-0.5906,False,False,False,5,5
Turkish,bosom,kojun,k o j u n,northeuralex,-0.6863,-0.6863,False,False,False,5,5
Turkish,breast,ɡœjys,g œ j y s,northeuralex,-0.8279,-0.8279,False,False,False,5,5
Turkish,shoulder,omuz,o m u z,northeuralex,-0.7588,-0.7588,False,False,False,4,4
Turkish,arm,kol,k o l,northeuralex,-0.5627,-0.5627,False,False,False,3,3
Turkish,elbow,diɾsɛk,d i ɾ s ɛ k,northeuralex,-0.6471,-0.6471,False,False,False,6,6
Turkish,hand,ɛl,ɛ l,northeuralex,-0.7556,-0.7556,False,False,False,2,2
Turkish,palm,avut͡ʃ,a v u tʃ,northeuralex,-0.9156,-0.9156,False,False,False,4,4
Turkish,palm,ɛl_ajasɯ,ɛ l + a j a s ɯ,northeuralex,-0.7062,-0.7062,False,False,False,8,7
Turkish,finger,paɾmak,p a ɾ m a k,northeuralex,-0.5283,-0.5283,False,False,False,6,6
Turkish,fingernail,ɛl_tɯɾnaːɯ,ɛ l + t ɯ ɾ n aː ɯ,northeuralex,-0.7443,-0.7443,False,False,False,9,8
Turkish,nail,tɯɾnak,t ɯ ɾ n a k,northeuralex,-0.5597,-0.5597,False,False,False,6,6
Turkish,toe,ajak_paɾmaːɯ,a j a k + p a ɾ m aː ɯ,northeuralex,-0.6294,-0.6294,False,False,False,11,10
Turkish,foot,ajak,a j a k,northeuralex,-0.5096,-0.5096,False,False,False,4,4
Turkish,heel,topuk,t o p u k,northeuralex,-0.7483,-0.7483,False,False,False,5,5
Turkish,knee,diz,d i z,northeuralex,-0.6714,-0.6714,False,False,False,3,3
Turkish,thigh,ujluk,u j l u k,northeuralex,-0.6183,-0.6183,False,False,False,5,5
Turkish,leg,bad͡ʒak,b a dʒ a k,northeuralex,-0.6235,-0.6235,False,False,False,5,5
Turkish,body,vyd͡ʒut,v y dʒ u t,northeuralex,-1.0562,-1.0562,False,False,False,5,5
Turkish,vein,damaɾ,d a m a ɾ,northeuralex,-0.5829,-0.5829,False,False,False,5,5
Turkish,sinew,kiɾiʃ,k i ɾ i ʃ,northeuralex,-0.5853,-0.5853,False,False,False,5,5
Turkish,brain,bɛjin,b ɛ j i n,northeuralex,-0.76,-0.76,False,False,False,5,5
Turkish,heart,kalp,k a l p,northeuralex,-0.4943,-0.4943,False,False,False,4,4
Turkish,heart,jyɾɛk,j y ɾ ɛ k,northeuralex,-0.7827,-0.7827,False,False,False,5,5
Turkish,stomach,midɛ,m i d ɛ,northeuralex,-0.6686,-0.6686,False,False,False,4,4
Turkish,liver,kaɾad͡ʒijɛɾ,k a ɾ a dʒ i j ɛ ɾ,northeuralex,-0.7336,-0.7336,False,False,False,9,9
Turkish,breath,nɛfɛs,n ɛ f ɛ s,northeuralex,-0.8342,-0.8342,False,False,False,5,5
Turkish,hunger,at͡ʃlɯk,a tʃ l ɯ k,northeuralex,-0.5748,-0.5748,False,False,False,5,5
Turkish,tear,ɡœzjaʃɯ,g œ z j a ʃ ɯ,northeuralex,-0.6818,-0.6818,False,False,False,7,7
Turkish,flavour,tat,t a t,northeuralex,-0.7442,-0.7442,False,False,False,3,3
Turkish,flavour,lɛzːɛt,l ɛ zː ɛ t,northeuralex,-0.7511,-0.7511,False,False,False,5,5
Turkish,odour,koku,k o k u,northeuralex,-0.5057,-0.5057,False,False,False,4,4
Turkish,sleep,ujku,u j k u,northeuralex,-0.645,-0.645,False,False,False,4,4
Turkish,dream,dyʃ,d y ʃ,northeuralex,-0.8659,-0.8659,False,False,False,3,3
Turkish,dream,ɾyja,ɾ y j a,northeuralex,-0.8723,-0.8723,False,False,False,4,4
Turkish,sky,ɡœk,g œ k,northeuralex,-0.4216,-0.4216,False,False,False,3,3
Turkish,sun,ɡynɛʃ,g y n ɛ ʃ,northeuralex,-0.6968,-0.6968,False,False,False,5,5
Turkish,moon,aj,a j,northeuralex,-0.7314,-0.7314,False,False,False,2,2
Turkish,star,jɯldɯz,j ɯ l d ɯ z,northeuralex,-0.6652,-0.6652,False,False,False,6,6
Turkish,air,hava,h a v a,northeuralex,-0.8021,-0.8021,False,False,False,4,4
Turkish,wind,jɛl,j ɛ l,northeuralex,-0.7995,-0.7995,False,False,False,3,3
Turkish,wind,ɾyzɡaːɾ,ɾ y z g aː ɾ,northeuralex,-0.7525,-0.7525,False,False,False,6,6
Turkish,wave,dalɡa,d a l g a,northeuralex,-0.4596,-0.4596,False,False,False,5,5
Turkish,water,su,s u,northeuralex,-0.7997,-0.7997,False,False,False,2,2
Turkish,stone,taʃ,t a ʃ,northeuralex,-0.7108,-0.7108,False,False,False,3,3
Turkish,ground,jɛɾ,j ɛ ɾ,northeuralex,-0.8929,-0.8929,False,False,False,3,3
Turkish,ground,zɛmin,z ɛ m i n,northeuralex,-0.6473,-0.6473,False,False,False,5,5
Turkish,earth,topɾak,t o p ɾ a k,northeuralex,-0.7104,-0.7104,False,False,False,6,6
Turkish,dust,toz,t o z,northeuralex,-0.8937,-0.8937,False,False,False,3,3
Turkish,smoke,duman,d u m a n,northeuralex,-0.583,-0.583,False,False,False,5,5
Turkish,spark,kɯvɯld͡ʒɯm,k ɯ v ɯ l dʒ ɯ m,northeuralex,-0.6427,-0.6427,False,False,False,8,8
Turkish,fire,atɛʃ,a t ɛ ʃ,northeuralex,-0.783,-0.783,False,False,False,4,4
Turkish,light,ɯʃɯk,ɯ ʃ ɯ k,northeuralex,-0.5024,-0.5024,False,False,False,4,4
Turkish,shadow,ɡœlɡɛ,g œ l g ɛ,northeuralex,-0.5552,-0.5552,False,False,False,5,5
Turkish,weather,hava,h a v a,northeuralex,-0.8021,-0.8021,False,False,False,4,4
Turkish,fog,pus,p u s,northeuralex,-0.8298,-0.8298,False,False,False,3,3
Turkish,cloud,bulut,b u l u t,northeuralex,-0.7443,-0.7443,False,False,False,5,5
Turkish,rain,jaːmuɾ,j aː m u ɾ,northeuralex,-0.7765,-0.7765,False,False,False,5,5
Turkish,snow,kaɾ,k a ɾ,northeuralex,-0.4558,-0.4558,False,False,False,3,3
Turkish,ice,buz,b u z,northeuralex,-0.737,-0.737,False,False,False,3,3
Turkish,frost,don,d o n,northeuralex,-0.7776,-0.7776,False,False,False,3,3
Turkish,chill,soːukluk,s oː u k l u k,northeuralex,-0.5799,-0.5799,False,False,False,7,7
Turkish,heat,sɯd͡ʒaklɯk,s ɯ dʒ a k l ɯ k,northeuralex,-0.5499,-0.5499,False,False,False,8,8
Turkish,hoarfrost,kɯɾt͡ʃ,k ɯ ɾ tʃ,northeuralex,-0.6447,-0.6447,False,False,False,4,4
Turkish,rainbow,ɡœkːuʃaːɯ,g œ kː u ʃ aː ɯ,northeuralex,-0.7801,-0.7801,False,False,False,7,7
Turkish,thunder,ɡœk_ɡyɾlɛmɛsi,g œ k + g y ɾ l ɛ m ɛ s i,northeuralex,-0.6329,-0.6329,False,False,False,13,12
Turkish,current,akɯntɯ,a k ɯ n t ɯ,northeuralex,-0.5345,-0.5345,False,False,False,6,6
Turkish,current,d͡ʒɛɾɛjan,dʒ ɛ ɾ ɛ j a n,northeuralex,-0.8647,-0.8647,False,False,False,7,7
Turkish,drop,damla,d a m l a,northeuralex,-0.5268,-0.5268,False,False,False,5,5
Turkish,foam,kœpyk,k œ p y k,northeuralex,-0.6779,-0.6779,False,False,False,5,5
Turkish,dirt,t͡ʃamuɾ,tʃ a m u ɾ,northeuralex,-0.7393,-0.7393,False,False,False,5,5
Turkish,dirt,pislik,p i s l i k,northeuralex,-0.5935,-0.5935,False,False,False,6,6
Turkish,lake,ɡœl,g œ l,northeuralex,-0.5921,-0.5921,False,False,False,3,3
Turkish,swamp,batak,b a t a k,northeuralex,-0.5337,-0.5337,False,False,False,5,5
Turkish,moor,d͡ʒɯlɡɯt,dʒ ɯ l g ɯ t,northeuralex,-0.6498,-0.6498,False,False,False,6,6
Turkish,meadow,t͡ʃimɛn,tʃ i m ɛ n,northeuralex,-0.7414,-0.7414,False,False,False,5,5
Turkish,forest,koɾu,k o ɾ u,northeuralex,-0.7037,-0.7037,False,False,False,4,4
Turkish,forest,oɾman,o ɾ m a n,northeuralex,-0.6804,-0.6804,False,False,False,5,5
Turkish,hill,tɛpɛ,t ɛ p ɛ,northeuralex,-0.9295,-0.9295,False,False,False,4,4
Turkish,elevation,tymsɛk,t y m s ɛ k,northeuralex,-0.692,-0.692,False,False,False,6,6
Turkish,elevation,jyksɛklik,j y k s ɛ k l i k,northeuralex,-0.5655,-0.5655,False,False,False,9,9
Turkish,mountain,daː,d aː,northeuralex,-0.8278,-0.8278,False,False,False,2,2
Turkish,summit,ziɾvɛ,z i ɾ v ɛ,northeuralex,-0.853,-0.853,False,False,False,5,5
Turkish,cave,in,i n,northeuralex,-0.6123,-0.6123,False,False,False,2,2
Turkish,cave,maːaɾa,m aː a ɾ a,northeuralex,-0.66,-0.66,False,False,False,5,5
Turkish,slope,bajɯɾ,b a j ɯ ɾ,northeuralex,-0.7168,-0.7168,False,False,False,5,5
Turkish,source,pɯnaɾ,p ɯ n a ɾ,northeuralex,-0.6839,-0.6839,False,False,False,5,5
Turkish,source,kajnak,k a j n a k,northeuralex,-0.4266,-0.4266,False,False,False,6,6
Turkish,brook,t͡ʃaj,tʃ a j,northeuralex,-0.8697,-0.8697,False,False,False,3,3
Turkish,brook,dɛɾɛ,d ɛ ɾ ɛ,northeuralex,-0.8565,-0.8565,False,False,False,4,4
Turkish,river,nɛhiɾ,n ɛ h i ɾ,northeuralex,-0.7958,-0.7958,False,False,False,5,5
Turkish,shore,kɯjɯ,k ɯ j ɯ,northeuralex,-0.5421,-0.5421,False,False,False,4,4
Turkish,shore,sahil,s a h i l,northeuralex,-0.7012,-0.7012,False,False,False,5,5
Turkish,coast,kɯjɯ,k ɯ j ɯ,northeuralex,-0.5421,-0.5421,False,False,False,4,4
Turkish,coast,sahil,s a h i l,northeuralex,-0.7012,-0.7012,False,False,False,5,5
Turkish,land,kaɾa,k a ɾ a,northeuralex,-0.4858,-0.4858,False,False,False,4,4
Turkish,sea,dɛniz,d ɛ n i z,northeuralex,-0.7071,-0.7071,False,False,False,5,5
Turkish,"cove, bay",koj,k o j,northeuralex,-0.6879,-0.6879,False,False,False,3,3
Turkish,"cove, bay",kœɾfɛz,k œ ɾ f ɛ z,northeuralex,-0.7716,-0.7716,False,False,False,6,6
Turkish,island,ada,a d a,northeuralex,-0.5954,-0.5954,False,False,False,3,3
Turkish,flower,t͡ʃit͡ʃɛk,tʃ i tʃ ɛ k,northeuralex,-0.7991,-0.7991,False,False,False,5,5
Turkish,grass,ot,o t,northeuralex,-1.0025,-1.0025,False,False,False,2,2
Turkish,grass,t͡ʃim,tʃ i m,northeuralex,-0.7286,-0.7286,False,False,False,3,3
Turkish,trunk,ɡœvdɛ,g œ v d ɛ,northeuralex,-0.7987,-0.7987,False,False,False,5,5
Turkish,limb,dal,d a l,northeuralex,-0.5741,-0.5741,False,False,False,3,3
Turkish,limb,budak,b u d a k,northeuralex,-0.5491,-0.5491,False,False,False,5,5
Turkish,twig,dal,d a l,northeuralex,-0.5741,-0.5741,False,False,False,3,3
Turkish,birch,huʃ,h u ʃ,northeuralex,-0.8458,-0.8458,False,False,False,3,3
Turkish,pine,t͡ʃam,tʃ a m,northeuralex,-0.6861,-0.6861,False,False,False,3,3
Turkish,willow,sœjyt,s œ j y t,northeuralex,-0.9936,-0.9936,False,False,False,5,5
Turkish,fir,t͡ʃam,tʃ a m,northeuralex,-0.6861,-0.6861,False,False,False,3,3
Turkish,fir,kœknaɾ,k œ k n a ɾ,northeuralex,-0.5256,-0.5256,False,False,False,6,6
Turkish,fur,post,p o s t,northeuralex,-0.912,-0.912,False,False,False,4,4
Turkish,wing,kanat,k a n a t,northeuralex,-0.5002,-0.5002,False,False,False,5,5
Turkish,claw,pɛnt͡ʃɛ,p ɛ n tʃ ɛ,northeuralex,-0.9114,-0.9114,False,False,False,5,5
Turkish,paw,tɯɾnak,t ɯ ɾ n a k,northeuralex,-0.5597,-0.5597,False,False,False,6,6
Turkish,nest,juva,j u v a,northeuralex,-0.8509,-0.8509,False,False,False,4,4
Turkish,lair,in,i n,northeuralex,-0.6123,-0.6123,False,False,False,2,2
Turkish,animal,hajvan,h a j v a n,northeuralex,-0.7695,-0.7695,False,False,False,6,6
Turkish,flock,syɾy,s y ɾ y,northeuralex,-1.0035,-1.0035,False,False,False,4,4
Turkish,cow,inɛk,i n ɛ k,northeuralex,-0.5561,-0.5561,False,False,False,4,4
Turkish,bull,boːa,b oː a,northeuralex,-0.7887,-0.7887,False,False,False,3,3
Turkish,horse,at,a t,northeuralex,-0.7021,-0.7021,False,False,False,2,2
Turkish,horse,bɛjɡiɾ,b ɛ j g i ɾ,northeuralex,-0.6784,-0.6784,False,False,False,6,6
Turkish,sheep,kojun,k o j u n,northeuralex,-0.6863,-0.6863,False,False,False,5,5
Turkish,pig,domuz,d o m u z,northeuralex,-0.7341,-0.7341,False,False,False,5,5
Turkish,cat,kɛdi,k ɛ d i,northeuralex,-0.5845,-0.5845,False,False,False,4,4
Turkish,bear,ajɯ,a j ɯ,northeuralex,-0.7011,-0.7011,False,False,False,3,3
Turkish,squirrel,sind͡ʒap,s i n dʒ a p,northeuralex,-0.7868,-0.7868,False,False,False,6,6
Turkish,elk,byjyk_kuzɛj_ɡɛjiji,b y j y k + k u z ɛ j + g ɛ j i j i,northeuralex,-0.7272,-0.7272,False,False,False,18,16
Turkish,fox,tilki,t i l k i,northeuralex,-0.5493,-0.5493,False,False,False,5,5
Turkish,hare,tavʃan,t a v ʃ a n,northeuralex,-0.7206,-0.7206,False,False,False,6,6
Turkish,mouse,faɾɛ,f a ɾ ɛ,northeuralex,-0.816,-0.816,False,False,False,4,4
Turkish,mouse,sɯt͡ʃan,s ɯ tʃ a n,northeuralex,-0.7274,-0.7274,False,False,False,5,5
Turkish,wolf,kuɾt,k u ɾ t,northeuralex,-0.6167,-0.6167,False,False,False,4,4
Turkish,swarm,syɾy,s y ɾ y,northeuralex,-1.0035,-1.0035,False,False,False,4,4
Turkish,chicken,tavuk,t a v u k,northeuralex,-0.669,-0.669,False,False,False,5,5
Turkish,cock,hoɾoz,h o ɾ o z,northeuralex,-0.9567,-0.9567,False,False,False,5,5
Turkish,goose,kaz,k a z,northeuralex,-0.4172,-0.4172,False,False,False,3,3
Turkish,eagle,kaɾtal,k a ɾ t a l,northeuralex,-0.5472,-0.5472,False,False,False,6,6
Turkish,eagle,kaɾakuʃ,k a ɾ a k u ʃ,northeuralex,-0.5025,-0.5025,False,False,False,7,7
Turkish,duck,œɾdɛk,œ ɾ d ɛ k,northeuralex,-0.7383,-0.7383,False,False,False,5,5
Turkish,owl,bajkuʃ,b a j k u ʃ,northeuralex,-0.621,-0.621,False,False,False,6,6
Turkish,crane,tuɾna,t u ɾ n a,northeuralex,-0.7128,-0.7128,False,False,False,5,5
Turkish,crow,kaɾɡa,k a ɾ g a,northeuralex,-0.3886,-0.3886,False,False,False,5,5
Turkish,cuckoo,ɡuɡuk,g u g u k,northeuralex,-0.3386,-0.3386,False,False,False,5,5
Turkish,swan,kuːu,k uː u,northeuralex,-0.2821,-0.2821,False,False,False,3,3
Turkish,perch,hani,h a n i,northeuralex,-0.6908,-0.6908,False,False,False,4,4
Turkish,perch,lɛvɾɛk,l ɛ v ɾ ɛ k,northeuralex,-0.7328,-0.7328,False,False,False,6,6
Turkish,pike,tuɾnabalɯːɯ,t u ɾ n a b a l ɯː ɯ,northeuralex,-0.6535,-0.6535,False,False,False,10,10
Turkish,snake,jɯlan,j ɯ l a n,northeuralex,-0.6273,-0.6273,False,False,False,5,5
Turkish,worm,kuɾt,k u ɾ t,northeuralex,-0.6167,-0.6167,False,False,False,4,4
Turkish,worm,solud͡ʒan,s o l u dʒ a n,northeuralex,-0.8089,-0.8089,False,False,False,7,7
Turkish,spider,œɾymd͡ʒɛk,œ ɾ y m dʒ ɛ k,northeuralex,-0.8435,-0.8435,False,False,False,7,7
Turkish,ant,kaɾɯnd͡ʒa,k a ɾ ɯ n dʒ a,northeuralex,-0.6261,-0.6261,False,False,False,7,7
Turkish,gnat,sivɾisinɛk,s i v ɾ i s i n ɛ k,northeuralex,-0.7023,-0.7023,False,False,False,10,10
Turkish,fly,sinɛk,s i n ɛ k,northeuralex,-0.5955,-0.5955,False,False,False,5,5
Turkish,butterfly,kɛlɛbɛk,k ɛ l ɛ b ɛ k,northeuralex,-0.5999,-0.5999,False,False,False,7,7
Turkish,berry,tanɛ,t a n ɛ,northeuralex,-0.7313,-0.7313,False,False,False,4,4
Turkish,apple,ɛlma,ɛ l m a,northeuralex,-0.6058,-0.6058,False,False,False,4,4
Turkish,mushroom,mantaɾ,m a n t a ɾ,northeuralex,-0.6049,-0.6049,False,False,False,6,6
Turkish,onion,soːan,s oː a n,northeuralex,-0.7379,-0.7379,False,False,False,4,4
Turkish,grain,tanɛ,t a n ɛ,northeuralex,-0.7313,-0.7313,False,False,False,4,4
Turkish,hay,kuɾu_ot,k u ɾ u + o t,northeuralex,-0.7483,-0.7483,False,False,False,7,6
Turkish,"peel, husk",kabuk,k a b u k,northeuralex,-0.4221,-0.4221,False,False,False,5,5
Turkish,pit,t͡ʃukuɾ,tʃ u k u ɾ,northeuralex,-0.7262,-0.7262,False,False,False,5,5
Turkish,trap,tuzak,t u z a k,northeuralex,-0.5853,-0.5853,False,False,False,5,5
Turkish,noose,ilmik,i l m i k,northeuralex,-0.4509,-0.4509,False,False,False,5,5
Turkish,track,iz,i z,northeuralex,-0.6896,-0.6896,False,False,False,2,2
Turkish,ash,kyl,k y l,northeuralex,-0.5821,-0.5821,False,False,False,3,3
Turkish,filth,pislik,p i s l i k,northeuralex,-0.5935,-0.5935,False,False,False,6,6
